acr_repo,ecr_repo,tag,in_acr,in_ecr,status
"oneacrefund/event-publisher","oneacrefund/event-publisher","20240312.8",true,true,MATCH
"oneacrefund/event-publisher","oneacrefund/event-publisher","534",true,true,MATCH
"oneacrefund/event-publisher","oneacrefund/event-publisher","544",true,true,MATCH
"oneacrefund/event-publisher","oneacrefund/event-publisher","latest",true,true,MATCH
"[SUMMARY]","oneacrefund/event-publisher","oneacrefund/event-publisher","ACR=4","ECR=4","MATCH=4 | MISSING_IN_ECR=0 | ECR_ONLY=0"
"oneacrefund/fds-api","oneacrefund/fds-api","3143",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3147",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3148",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3149",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3150",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3198",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3199",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3200",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3204",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3207",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3212",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3213",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3214",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3215",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3216",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3217",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3218",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3231",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3238",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3239",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3242",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3243",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3244",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3245",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3246",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3247",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3248",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3249",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3251",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3253",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3269",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3270",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3275",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3277",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3278",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3279",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3281",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3282",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3284",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3285",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3294",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3665",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3671",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3695",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3777",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3781",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3783",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3859",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3861",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3864",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3865",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","3866",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4137",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4138",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4139",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4140",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4142",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4149",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4171",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4172",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4175",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4181",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4183",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4185",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4186",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4188",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4189",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4190",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4206",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4207",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4220",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4222",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4223",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4230",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4231",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4232",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4233",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4234",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4235",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4236",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4238",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4240",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4242",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4245",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4246",true,true,MATCH
"oneacrefund/fds-api","oneacrefund/fds-api","4260",true,true,MATCH
"[SUMMARY]","oneacrefund/fds-api","oneacrefund/fds-api","ACR=86","ECR=86","MATCH=86 | MISSING_IN_ECR=0 | ECR_ONLY=0"
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3079",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3080",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3081",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3082",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3083",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3084",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3085",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3086",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3100",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3101",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3102",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3103",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3104",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3105",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3106",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3107",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3112",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3113",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3114",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3116",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3118",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3141",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3142",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3143",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3144",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3146",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3147",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3148",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3149",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3150",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3198",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3199",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3200",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3204",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3207",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3212",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3213",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3214",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3215",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3216",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3218",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3231",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3275",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3277",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3279",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3281",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3282",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3665",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3671",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3695",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3781",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3783",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3859",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3861",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3864",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3865",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","3866",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","4091",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","4092",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","4145",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","4188",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","4246",true,true,MATCH
"oneacrefund/fds-consumer","oneacrefund/fds-consumer","4257",true,true,MATCH
"[SUMMARY]","oneacrefund/fds-consumer","oneacrefund/fds-consumer","ACR=63","ECR=63","MATCH=63 | MISSING_IN_ECR=0 | ECR_ONLY=0"
"oneacrefund/ffp-consumer","oneacrefund/ffp-consumer","20240301.2",true,true,MATCH
"[SUMMARY]","oneacrefund/ffp-consumer","oneacrefund/ffp-consumer","ACR=1","ECR=1","MATCH=1 | MISSING_IN_ECR=0 | ECR_ONLY=0"
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.15.2.2026.03.25.3930",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.03.26.3933",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.03.27.3935",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.03.27.3936",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.03.29.3941",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.03.30.3944",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.03.31.3963",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.03.31.3965",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.04.01.3969",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.04.01.3971",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.04.02.3975",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.04.02.3980",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.1.2026.04.03.3983",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.2.2026.03.30.3959",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.2026.03.19.3904",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.2026.03.19.3905",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.2026.03.24.3918",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.2026.03.24.3919",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.2026.03.24.3921",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.2026.03.25.3926",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.16.2026.03.25.3929",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.1.2026.04.15.4039",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.03.30.3953",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.03.30.3956",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.03.30.3958",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.03.31.3962",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.01.3973",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.02.3976",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.02.3977",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.02.3979",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.03.3984",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.03.3985",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.09.4002",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.09.4005",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.10.4012",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.14.4028",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.14.4030",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.17.2026.04.15.4040",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.1.2026.04.27.4112",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.1.2026.04.27.4113",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.1.2026.04.27.4114",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.1.2026.05.11.4149",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.1.2026.05.13.4160",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.15.4042",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.15.4045",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.15.4047",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.17.4057",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.19.4060",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.19.4061",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.19.4062",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.20.4071",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.22.4078",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.22.4079",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.22.4081",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.22.4082",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.22.4083",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.23.4090",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.23.4092",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.23.4096",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.23.4099",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","1.8.18.2026.04.26.4110",true,true,MATCH
"oneacrefund/fineract-backend","oneacrefund/fineract-backend","latest",true,true,MATCH
"[SUMMARY]","oneacrefund/fineract-backend","oneacrefund/fineract-backend","ACR=62","ECR=62","MATCH=62 | MISSING_IN_ECR=0 | ECR_ONLY=0"
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.07.14.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.07.14.3",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.07.14.4",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.07.18.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.07.20.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.07.21.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.07.24.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.07.27.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.07.31.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.08.08.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.08.09.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.0.2023.08.14.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.1.2023.08.31.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.09.19.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.09.25.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.10.03.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.10.03.2",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.10.04.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.10.05.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.10.09.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.10.10.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.10.11.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.10.11.2",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.2.2023.11.08.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.5.2023.11.08.2",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.5.2023.11.10.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.5.2024.01.04.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.6.2024.01.04.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.6.2024.01.05.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.6.2024.01.08.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.6.2024.01.08.2",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.7.2024.02.05.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.7.2024.04.09.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.7.2024.04.15",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.2.7.2024.04.15.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2023.09.26.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2023.09.26.2",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2023.10.03.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2023.10.03.2",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2023.10.05.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2023.10.09.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2023.10.24.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2023.12.05.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2023.12.18.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.01.17.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.02.19",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.02.22",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.03.04",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.03.10",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.03.11",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.03.11.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.03.22",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.03.22.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.05.06",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.05.06.1",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.05.14",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.05.15",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.06.07",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.07.18",true,true,MATCH
"oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","1.3.0.2024.08.07",true,true,MATCH
"[SUMMARY]","oneacrefund/fineract-frontend","oneacrefund/fineract-frontend","ACR=60","ECR=60","MATCH=60 | MISSING_IN_ECR=0 | ECR_ONLY=0"
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2025.10.08.678",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2025.10.09.680",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2025.10.13.692",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2025.10.13.693",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2025.10.13.698",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2025.10.13.699",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2025.10.14.701",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2025.10.22.704",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2025.10.28.709",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2026.01.24.753",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.1.2026.02.13.758",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.1.2025.10.08.676",true,true,MATCH
"oneacrefund/fineract-frontend-v2","oneacrefund/fineract-frontend-v2","1.4.2.2025.10.31.711",true,true,MATCH
